	#_of_exp	#_of_exp(fc<0)	EG_score	empirical_pVal
NUP85	101	50	2.8472908798972933	0.92174
NUP88	101	64	-6.408001271037789	0.00022
NUP93	101	67	-11.124433238747768	1e-05
NUSAP1	101	59	-5.852244926273015	0.00108
NVL	101	18	5.04773743856864	0.92632
ORC1	101	32	-0.014542483579239223	0.49659
OXA1L	101	39	-0.06061374472004489	0.48937
OXCT1	101	40	-2.8062801105561244	0.10461
OXSR1	101	75	-3.4683635492121963	0.01692
P4HA2	101	57	-4.887107253019833	0.00528
P4HTM	101	39	-0.9294891875149421	0.3376
PACSIN3	101	37	-0.7050072494131766	0.37769
PAF1	101	30	-2.871544238589459	0.13302
PAFAH1B1	101	34	-1.702197373891678	0.23747
PAFAH1B3	101	72	-8.107496460289871	1e-05
PAICS	101	72	-9.01172884582936	1e-05
PAK1	101	64	-2.373332364798204	0.08956
PAK4	101	64	-6.154453409136041	0.00026
PAK6	101	73	-3.8942137968358925	0.01041
PAN2	101	34	-3.3181697619294077	0.08819
PAPD7	101	33	-2.1337940391195245	0.19108
PARP1	101	51	-7.973622100382008	8e-05
PARP2	101	53	-6.073866775752523	0.00131
PAX8	101	83	-2.1962941958915154	0.07768
PCBD1	101	57	-5.619050486692729	0.00176
PCCB	101	31	4.397856971145314	0.95412
PCK2	101	63	-10.993888399090507	1e-05
PCM1	101	46	-8.236862055235587	0.00018
PCMT1	101	47	-4.5403755063080915	0.01613
PCNA	101	53	-6.633316136764434	0.00053
PDGFA	101	68	-3.959693089976423	0.01053
PDHX	101	29	5.270613110179008	0.97148
PDIA5	101	44	-3.2709942862190378	0.06445
PDLIM1	101	60	-4.1966441979450355	0.01145
PDS5A	101	55	-5.187813867790188	0.00398
PECR	101	45	-4.673650704751744	0.01549
PEX11A	101	76	-2.7405652865014374	0.0445
PFKL	101	56	-0.5702004692138528	0.38031
PGAM1	101	31	11.70726458091473	0.99995
PGM1	101	47	-3.593428716777073	0.04244
PGRMC1	101	58	-7.798866417110948	3e-05
PHF15	101	68	-0.3063750040945362	0.42855
PHGDH	101	63	-10.866505706731163	1e-05
PHKA1	101	40	-5.394592188043523	0.01083
PHKB	101	48	-6.331058634414163	0.0018
PHKG2	101	57	-4.425116824164512	0.01001
PIGB	101	48	3.9631650349907446	0.97182
PIH1D1	101	64	-4.852698121046202	0.00325
PIK3C2B	101	65	-6.643342361415934	8e-05
PIK3C3	101	52	-2.4435763554709085	0.10733
PIK3CA	101	27	-1.8652498306226477	0.23997
PIK3R3	101	60	-11.323078569520792	1e-05
PIK3R4	101	59	-8.02231114807206	3e-05
PIN1	101	28	6.407172960546672	0.98698
PIP4K2B	101	65	-4.895069737964598	0.00292
PKIG	101	46	-1.4875941761985683	0.23637
PLA2G15	101	57	-3.5425779782031603	0.02991
PLA2G4A	101	28	0.1357276194059271	0.52159
PLCB3	101	69	3.2597977906298694	0.97191
PLEKHJ1	101	64	-4.885109963873662	0.00305
PLEKHM1	101	26	-0.16112269157975875	0.47677
PLK1	101	71	-9.243369991353342	1e-05
PLOD3	101	58	-0.5380964109424813	0.38605
PLP2	101	27	-3.4178112096932365	0.10699
PLS1	101	63	-6.885411380734078	7e-05
PLSCR1	101	41	-3.5573973664266574	0.055
PLSCR3	101	62	0.7629911611222598	0.66836
PMAIP1	101	67	-11.05091497759289	1e-05
PMM2	101	46	-0.655438687541376	0.37474
PNKP	101	44	-2.7319368046337633	0.09944
PNP	101	82	-9.250132143274282	1e-05
POLB	101	49	-4.202416811061495	0.02087
POLD4	101	30	-0.11081613148974802	0.48162
POLE2	101	85	-8.936280886207431	1e-05
POLG2	101	55	-3.475164026219069	0.03503
POLR1C	101	70	-5.525291925753393	0.00059
POLR2I	101	37	0.2614555087296963	0.5463
POLR2K	101	52	-14.176005136673629	1e-05
POP4	101	70	-10.489391475765315	1e-05
PPARD	101	54	-4.119934983650359	0.01728
PPARG	101	72	1.579289920280455	0.8302
PPIC	101	65	-6.933305205008737	6e-05
PPIE	101	51	-2.6448682430978687	0.09027
PPOX	101	19	1.9424066521724728	0.73283
PPP1R13B	101	40	-0.8067900936502251	0.35574
PPP2R3C	101	58	1.8159532055872722	0.83703
PPP2R5A	101	46	-3.940056944210718	0.0317
PPP2R5E	101	33	3.0870176649262717	0.89408
PRAF2	101	41	-0.4009679461301378	0.42503
PRCP	101	19	-5.13186681383019	0.06488
PRKACA	101	35	-1.224950900154262	0.29819
PRKAG2	101	62	-6.611449215154999	0.00018
PRKCD	101	56	-3.898268590815687	0.02071
PRKCH	101	66	-3.327653207419614	0.02789
PRKCQ	101	63	2.287330536185172	0.89902
PRKX	101	31	0.4093154058801234	0.56461
PROS1	101	70	-1.4084125334561735	0.19942
PRPF4	101	44	-1.7441180037540567	0.20464
PRR15L	101	51	-12.909316737853983	1e-05
PRR7	101	63	-3.5551738703625118	0.02384
PRSS23	101	58	-4.850619826424988	0.00536
PRUNE	101	68	-8.442068894872955	1e-05
PSIP1	101	45	2.0577569221179437	0.83806
PSMB10	101	54	-4.975388420976156	0.00588
PSMB8	101	61	-3.322445713625222	0.03487
PSMD10	101	47	-0.11930435569125968	0.4757
PSMD2	101	51	-3.1607863042828566	0.0557
PSMD4	101	43	-2.829636811462431	0.09564
PSMD9	101	33	-5.116555366343107	0.02369
PSME1	101	29	-11.298074250826804	0.00014
PSME2	101	61	-7.949670021060871	1e-05
PSMF1	101	48	-1.51282920972511	0.22596
PSMG1	101	68	-9.421165399313047	1e-05
PSRC1	101	56	-2.5504157379514654	0.08888
PTGS2	101	45	-2.495233127512695	0.11795
PTK2	101	58	-1.5420134660215452	0.20266
PTK2B	101	66	1.5024763391105243	0.80733
PTPLAD1	101	63	-2.4841155445361003	0.0807
PTPN1	101	39	-3.3307790181290446	0.07181
PTPN12	101	59	-6.697118042393901	0.00027
PTPN6	101	38	-4.152799182243929	0.03942
PTPRC	101	41	-2.054009548511506	0.17218
PTPRF	101	36	0.13940803086826192	0.52392
PTPRK	101	25	1.213227200722162	0.67199
PUF60	101	39	12.72663646283422	1.0
PWP1	101	54	-0.6653130070096444	0.36056
PXMP2	101	73	-2.7349387738971176	0.0504
PXN	101	28	-1.727254253534072	0.25184
PYCR1	101	61	-8.167796372309132	1e-05
PYGL	101	33	-0.5409331261774895	0.41111
RAB11FIP2	101	63	0.17395133158304535	0.53734
RAB21	101	39	0.9013718757986369	0.65809
RAB27A	101	38	-5.51940233962559	0.01079
RAB31	101	71	2.1056589657021165	0.89529
RAB4A	101	58	-1.918066882494011	0.15062
RAC2	101	82	-2.369750315609972	0.06453
RAD51C	101	46	-2.0465036187306875	0.16266
RAD9A	101	71	-5.022550903996222	0.00155
RAE1	101	65	-8.736861451452896	1e-05
RAI14	101	43	-1.6721782306383866	0.21419
RALA	101	34	-2.7269724527648185	0.13009
RALB	101	66	-9.1018041381811	1e-05
RALGDS	101	36	-2.970635184591006	0.10536
RAP1GAP	101	47	-1.8743969615612859	0.18037
RASA1	101	54	-2.2548374450932323	0.11959
RB1	101	66	-6.612311340194087	0.0001
RBKS	101	36	-4.109301653931051	0.04399
RBM15B	101	37	-1.556265970988758	0.24788
RBM34	101	23	-1.4224162406533796	0.30994
RBM6	101	39	0.5192156139865405	0.59271
REEP5	101	45	-1.8274902162157465	0.19147
RELB	101	58	-1.173995982371015	0.26285
RFC2	101	72	-10.026304618840292	1e-05
RFC5	101	57	-10.446604114274596	1e-05
RFNG	101	36	-0.4918059708740753	0.41574
RFX5	101	42	-8.162801601253157	0.00022
RGS2	101	76	-0.1846105038942481	0.45429
RHEB	101	65	-9.992034224135796	1e-05
RHOA	101	62	-9.966011308216594	1e-05
RNF167	101	27	-2.481506673256678	0.17731
RNH1	101	28	0.2766387361785876	0.54386
RNMT	101	64	-3.498463876391063	0.02437
RNPS1	101	68	-6.679200889664155	4e-05
RPA1	101	63	-8.761252097349182	1e-05
RPA2	101	70	-10.8604835581856	1e-05
RPA3	101	62	-10.877674192376581	1e-05
RPIA	101	46	0.40066014710215014	0.57634
RPL39L	101	59	-5.272892692180664	0.00295
RPN1	101	71	-9.312950883741339	1e-05
RPP38	101	72	-8.19084077963141	1e-05
RPS5	101	52	0.7290700366185602	0.64875
RPS6	101	62	-5.657634973164448	0.00102
RPS6KA1	101	76	-6.375297842729024	2e-05
RRAGA	101	66	-5.261641701214686	0.00146
RRP12	101	66	-3.222783422951641	0.03166
RRP1B	101	84	-7.4275941647174815	1e-05
RRP8	101	60	-6.516771509094238	0.00025
RRS1	101	55	-7.91921920424303	2e-05
RSU1	101	49	-5.174275474950613	0.00638
RTN2	101	29	0.11571393964106555	0.51961
RUVBL1	101	76	-8.587456178971168	1e-05
S100A13	101	35	-3.0537030557626617	0.10175
S100A4	101	54	4.19900073188022	0.98374
SACM1L	101	53	-2.1981476429432414	0.12778
SATB1	101	58	-2.3482582224764013	0.10339
SCAND1	101	34	-5.037650948283719	0.02386
SCARB1	101	65	-6.244352632428247	0.00023
SCCPDH	101	37	-7.280260923860451	0.00214
SCP2	101	38	-4.9874809269846265	0.01825
SCRN1	101	69	0.09289335481531719	0.52246
SCYL3	101	59	-1.6349800562442873	0.18374
SDHB	101	40	-7.91949255915351	0.00058
SENP6	101	46	-4.322073752521774	0.02172
SERPINE1	101	66	-4.60421712085	0.00417
SESN1	101	40	-6.66373499041059	0.00283
SFN	101	73	-1.9583093140774626	0.11986
SGCB	101	48	-2.9947536742471597	0.07225
SH3BP5	101	44	-2.5869151412019393	0.11137
SHB	101	42	-1.2542275722011034	0.27981
SHC1	101	62	-1.7141650938201298	0.1677
SIRT3	101	58	-0.3906613232580417	0.41626
SKIV2L	101	72	-1.2258381058887997	0.22982
SKP1	101	52	-5.499083308984996	0.00348
SLC11A2	101	52	-5.674345787092287	0.00283
SLC1A4	101	86	-5.241404267139846	0.00029
SLC25A13	101	56	1.0941706050128783	0.72236
SLC25A14	101	63	-1.81064195989185	0.15287
SLC25A4	101	48	-8.643680765273409	0.0001
SLC25A46	101	57	-2.8788554169232508	0.06193
SLC27A3	101	32	-0.7091145580205963	0.38342
SLC2A6	101	52	-1.6400210245137565	0.20238
SLC35A1	101	25	-2.8818549873609567	0.15378
SLC35A3	101	51	-4.629654467240431	0.01172
SLC35B1	101	78	-5.4672621142830415	0.00036
SLC35F2	101	42	-5.196449885353509	0.0109
SLC37A4	101	64	-8.196609890869354	1e-05
SLC5A6	101	71	-3.8367584582612286	0.01126
SMAD3	101	69	2.9693930120990117	0.95945
SMARCA4	101	64	-7.795174426695665	1e-05
SMARCC1	101	53	-3.3694804388541875	0.04291
SMARCD2	101	60	-1.8425009724112646	0.15613
SMC1A	101	44	-1.7518164679381643	0.20361
SMC3	101	60	-2.596653093340613	0.07959
SMC4	101	76	-10.933926569280818	1e-05
SMNDC1	101	78	-7.009478368253356	2e-05
SNAP25	101	36	-0.29108965973565154	0.44976
SNCA	101	23	-1.993802233561255	0.24471
SNX11	101	63	-8.239624619302571	1e-05
SNX13	101	50	-2.3824518737028506	0.1176
SNX6	101	38	-1.7813710635752302	0.21605
SNX7	101	38	-2.038621782994101	0.18432
SOCS2	101	46	0.5493504566441197	0.60467
SORBS3	101	51	-1.9756744525576542	0.15966
SOX2	101	32	-0.980111055041061	0.34235
SOX4	101	44	-3.0979116974422105	0.07456
SPAG4	101	61	-0.5450344050187369	0.38084
SPAG7	101	42	-3.1851788014546134	0.07351
SPDEF	101	57	-3.3899296316687124	0.03573
SPEN	101	51	-2.4664558827495884	0.10623
SPP1	101	62	-3.2916764357623576	0.03338
SPR	101	57	-3.542406005825886	0.02992
SPRED2	101	38	-1.0946291131563184	0.31362
SPTAN1	101	65	-3.387944897690189	0.0281
SPTLC2	101	76	-7.155307593602171	1e-05
SQRDL	101	56	-3.276629717071617	0.04264
SQSTM1	101	30	-4.186371917243489	0.05752
SRC	101	82	1.8757727399037007	0.88781
SSBP2	101	68	-1.1877500361460447	0.24229
ST3GAL5	101	71	2.2196709743971734	0.90716
ST6GALNAC2	101	78	1.586007677939782	0.8389
ST7	101	51	-1.1853742604599324	0.27413
STAMBP	101	67	-7.781732601624361	1e-05
STAP2	101	39	-3.485489404307358	0.06361
STAT1	101	65	-8.77680179020591	1e-05
STAT3	101	64	-8.413782388469718	1e-05
STAT5B	101	64	-6.382795612347229	0.00022
STK10	101	50	1.0802156832262075	0.70826
STK25	101	43	-1.1105922781984712	0.29833
STMN1	101	68	-11.4676211270005	1e-05
STUB1	101	38	4.461995256512966	0.97112
STX1A	101	51	-2.694062753228158	0.08607
STX4	101	21	-1.3299961680745223	0.32429
STXBP1	101	42	-4.343391087797976	0.02574
STXBP2	101	32	0.8693934730222056	0.63915
SUPV3L1	101	38	-1.3435399273345703	0.27557
SUV39H1	101	79	-6.871526910283583	2e-05
SUZ12	101	66	-10.848336845320958	1e-05
SYK	101	43	-1.3347215396621468	0.26259
SYNE2	101	72	-7.896508225428131	1e-05
SYNGR3	101	60	-2.607736614053344	0.07896
SYPL1	101	45	-4.978148227144134	0.01126
TARBP1	101	38	-5.109656137375411	0.01623
TATDN2	101	81	-6.73810075620153	1e-05
TBC1D9B	101	31	-2.735692924416425	0.14106
TBP	101	69	-7.906282243403624	1e-05
TBPL1	101	40	-2.6175849606940584	0.1199
TBX2	101	61	-1.208699747736892	0.25016
TBXA2R	101	54	-0.6987080515443966	0.35361
TCEA2	101	31	-1.0024921787338734	0.34146
TCEAL4	101	28	-4.289345491907015	0.0603
TCERG1	101	68	-6.176025624566966	0.00026
TCFL5	101	41	-3.986171424083659	0.0372
TCTA	101	37	-0.505100839751731	0.41202
TCTN1	101	48	-2.8240948385140587	0.08397
TERF2IP	101	42	-2.9647035574644773	0.08831
TERT	101	50	-3.7447625444849373	0.03297
TES	101	27	-1.4641760686815386	0.28879
TESK1	101	37	-0.5981859265156864	0.39658
TEX10	101	58	-0.45454206999724706	0.40307
TFAP2A	101	36	-1.2896120703542815	0.29024
TFDP1	101	68	-9.92624425529573	1e-05
TGFB3	101	36	-0.5993546069140664	0.39788
TGFBR2	101	55	-1.3947838500990557	0.23091
THAP11	101	49	-3.373133762595641	0.04957
TIAM1	101	57	1.2919924328227417	0.75513
TICAM1	101	67	-6.091678122760634	0.00026
TIMELESS	101	73	-11.439661091855768	1e-05
TIMM17B	101	61	-0.7326225581767	0.34162
TIMM22	101	75	-4.62882873551267	0.00239
TIMM9	101	34	1.1977962119543628	0.69469
TIMP2	101	28	-1.037448105226746	0.3422
TIPARP	101	49	-5.426145291932931	0.00489
TJP1	101	51	-4.573672518841907	0.01229
TLE1	101	26	-6.971987817563461	0.01087
TLK2	101	39	-0.6275552001870885	0.3898
TLR4	101	51	-2.206729875740012	0.13255
TM9SF2	101	32	-5.570462682105009	0.01839
TM9SF3	101	40	-1.4124322839919887	0.25911
TMCO1	101	40	-3.0919632084004562	0.08454
TMED10	101	38	-8.198907060944466	0.00055
TMEM109	101	74	-8.388095898717564	1e-05
TMEM110	101	48	-9.169425220984811	3e-05
TMEM2	101	53	-5.362073689931593	0.00357
TMEM5	101	60	-7.824046507076896	1e-05
TMEM50A	101	57	-8.630541603784978	2e-05
TMEM97	101	75	-10.463078593604717	1e-05
TNFRSF21	101	27	2.3293101211264404	0.80676
TNIP1	101	20	-1.2998936216472456	0.33156
TOMM34	101	55	-4.112487894071154	0.01703
TOMM70A	101	57	-2.027258322591317	0.13693
TOP2A	101	79	-7.47501263668697	1e-05
TOPBP1	101	58	-5.57604614879441	0.00165
TOR1A	101	73	-5.041164819953301	0.00112
TP53	101	48	-6.7933985879144165	0.00095
TP53BP1	101	54	-3.081508408609788	0.05475
TP53BP2	101	58	-1.6836057940662488	0.18191
TPD52L2	101	42	-0.6695939421139088	0.37794
TPM1	101	48	-1.7480685041646917	0.19297
TRAK2	101	58	-4.818538400544591	0.00554
TRAM2	101	66	-7.313787717195518	3e-05
TRAP1	101	58	-1.282441237298874	0.24405
TRAPPC3	101	38	-6.606286850836634	0.00376
TRAPPC6A	101	28	-1.6337743722136802	0.26335
TRIB1	101	34	-1.341653933856994	0.28563
TRIB3	101	48	-0.5620194861296952	0.38821
TRIM13	101	41	0.9741935395471186	0.67373
TRIM2	101	27	1.271243333348574	0.68392
TSC22D3	101	61	-4.604310275992166	0.00637
TSEN2	101	73	-6.31791291641477	8e-05
TSKU	101	73	-0.805795282544143	0.31131
TSPAN3	101	57	-9.54702427935973	1e-05
TSPAN4	101	41	-0.9885808267948881	0.32122
TSPAN6	101	62	-4.29301677098747	0.00897
TSTA3	101	61	-8.848925568909122	1e-05
TUBB6	101	51	1.5811495965147475	0.79069
TWF2	101	56	-9.74038406569004	1e-05
TXLNA	101	65	-3.5822343670466963	0.02177
TXNDC9	101	50	1.5084977821600354	0.77777
TXNL4B	101	63	1.8243204728409952	0.84735
TXNRD1	101	66	-11.316583052840171	1e-05
UBE2A	101	40	-6.59937318348425	0.00301
UBE2C	101	79	-9.707266753068012	1e-05
UBE2J1	101	33	-0.3734029441706311	0.43839
UBE2L6	101	31	-2.7252882696951786	0.14204
UBE3B	101	34	-3.5055116017966594	0.07796
UBE3C	101	40	-2.338516179016567	0.1453
UBQLN2	101	56	-5.05759088844107	0.0045
UBR7	101	52	-4.281942905745227	0.0162
UFM1	101	22	2.888523028260291	0.83127
UGDH	101	70	-6.170583498111477	0.00018
USP1	101	73	-10.20493208351795	1e-05
USP14	101	36	0.3736289556022911	0.56445
USP22	101	37	-6.185684290343229	0.00615
USP6NL	101	67	-7.9007767776608695	1e-05
USP7	101	75	-5.677381382531165	0.0003
UTP14A	101	52	-3.5697114743646763	0.03659
VAPB	101	61	-8.961150127513784	1e-05
VAT1	101	37	-0.24527297763653566	0.4578
VAV3	101	63	-1.5196453464847024	0.19399
VDAC1	101	56	9.198618182515283	1.0
VGLL4	101	42	-1.8566482155317847	0.19452
VPS28	101	57	-3.792173740953018	0.02266
VPS72	101	47	1.1163792546667437	0.70726
WASF3	101	50	-4.201662022199597	0.01979
WDR61	101	61	-5.867322138336873	0.00089
WDR67	101	67	-9.615253041232906	1e-05
WDR7	101	60	-0.6296426302021061	0.36446
WDTC1	101	38	-1.762434062031994	0.21864
WFS1	101	57	-9.55482183185016	1e-05
WIPF2	101	50	-2.9319984719466854	0.07321
WRB	101	60	-4.731134842186919	0.00554
XBP1	101	65	-9.975613328000941	1e-05
XPNPEP1	101	47	-0.199004039092234	0.4598
XPO7	101	65	-4.968637509025291	0.00257
YKT6	101	71	-8.898594264967786	1e-05
YME1L1	101	55	-5.410402895523849	0.0029
YTHDF1	101	42	-2.28646203869055	0.14554
ZDHHC6	101	59	-2.2432171674614767	0.10989
ZFP36	101	42	0.5085497663548562	0.59452
ZMIZ1	101	51	0.030039944002358744	0.50659
ZMYM2	101	42	-3.4182101520473687	0.06074
ZNF131	101	55	2.356412816782161	0.89211
ZNF274	101	64	-1.8842195081119917	0.14112
ZNF318	101	50	-4.180375657187897	0.02023
ZNF395	101	30	-2.043944028972868	0.21046
ZNF451	101	36	-3.996964060375551	0.04806
ZNF586	101	44	-1.2703349006741376	0.27385
ZNF589	101	42	-1.8601503803703725	0.19411
ZW10	101	85	-6.456613913056586	1e-05
