Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
regulation of histone H3-K9 acetylation (GO:2000615)	1/8	0.04047192583005732036127710671280510723590850830078125	0.12106537120592904266391798273616586811840534210205078125	0.054425497880941219042139067596508539281785488128662109375	0.16422715736126802799077495365054346621036529541015625	-2.484594897662822	7.96846041288734	BRCA1
DNA recombinase assembly (GO:0000730)	1/9	0.045415472829927631959190392763048294000327587127685546875	0.1251102555558737117191725474185659550130367279052734375	0.060288919765906119618836811469009262509644031524658203125	0.17214728743074847461258514158544130623340606689453125	-2.5571203985498845	7.906366750466263	RAD51
telomere maintenance in response to DNA damage (GO:0043247)	1/11	0.055227023950200605784122132035918184556066989898681640625	0.1362924055342450702088541447665193118155002593994140625	0.071908110443654582599748437132802791893482208251953125	0.1833524144522705456861189077244489453732967376708984375	-2.7260019052587237	7.8953271723067475	DCLRE1B
actin filament-based transport (GO:0099515)	1/11	0.055227023950200605784122132035918184556066989898681640625	0.1362924055342450702088541447665193118155002593994140625	0.071908110443654582599748437132802791893482208251953125	0.1833524144522705456861189077244489453732967376708984375	-2.716876197961559	7.868896359969153	MYO19
negative regulation of centriole replication (GO:0046600)	1/9	0.045415472829927631959190392763048294000327587127685546875	0.1251102555558737117191725474185659550130367279052734375	0.060288919765906119618836811469009262509644031524658203125	0.17214728743074847461258514158544130623340606689453125	-2.5444061243543694	7.867055455302868	BRCA1
ribonucleoprotein complex assembly (GO:0022618)	5/157	0.00131923244859152139461799801978258983581326901912689208984375	0.00990858284757327456571118773354100994765758514404296875	0.00332933839430241997059400915759397321380674839019775390625	0.0232381093986158797359831140738606336526572704315185546875	-1.185583858864277	7.861257045971035	NCBP1;SNRPD1;GEMIN2;PTGES3;POLR2D
depyrimidination (GO:0045008)	1/9	0.045415472829927631959190392763048294000327587127685546875	0.1251102555558737117191725474185659550130367279052734375	0.060288919765906119618836811469009262509644031524658203125	0.17214728743074847461258514158544130623340606689453125	-2.53932981731219	7.851360009270602	UNG
ribosomal subunit export from nucleus (GO:0000054)	1/13	0.064938697667328515450435588718391954898834228515625	0.1442850163605273461353561970099690370261669158935546875	0.08338521076292886025083106460442650131881237030029296875	0.1920639354572794832431981149056809954345226287841796875	-2.8627276110519166	7.827589219804834	ABCE1
negative regulation of centrosome duplication (GO:0010826)	1/11	0.055227023950200605784122132035918184556066989898681640625	0.1362924055342450702088541447665193118155002593994140625	0.071908110443654582599748437132802791893482208251953125	0.1833524144522705456861189077244489453732967376708984375	-2.6985778469680093	7.815898793265666	BRCA1
ribosome biogenesis (GO:0042254)	6/227	0.00114524052653085955423561959065636983723379671573638916015625	0.0088337500318647101116287245758940116502344608306884765625	0.0032440033983133372517959625014327684766612946987152099609375	0.023216587192414449292154898785156547091901302337646484375	-1.153197646141671	7.809616596028843	EXOSC9;NIP7;RPP30;HEATR3;ABCE1;EXOSC2
nucleobase-containing small molecule interconversion (GO:0015949)	2/32	0.01178111487457951349344664748741706716828048229217529296875	0.049040664929725565068796555578956031240522861480712890625	0.018735020176643059353072118256022804416716098785400390625	0.078938408183294839215449201219598762691020965576171875	-1.7539970632706823	7.789952548964569	DTYMK;TYMS
lysosomal lumen acidification (GO:0007042)	1/8	0.04047192583005732036127710671280510723590850830078125	0.12106537120592904266391798273616586811840534210205078125	0.054425497880941219042139067596508539281785488128662109375	0.16422715736126802799077495365054346621036529541015625	-2.418839481127798	7.757573143463605	CLN6
double-strand break repair via synthesis-dependent strand annealing (GO:0045003)	1/9	0.045415472829927631959190392763048294000327587127685546875	0.1251102555558737117191725474185659550130367279052734375	0.060288919765906119618836811469009262509644031524658203125	0.17214728743074847461258514158544130623340606689453125	-2.4976299999178706	7.72242824292361	RAD51
telomeric D-loop disassembly (GO:0061820)	1/9	0.045415472829927631959190392763048294000327587127685546875	0.1251102555558737117191725474185659550130367279052734375	0.060288919765906119618836811469009262509644031524658203125	0.17214728743074847461258514158544130623340606689453125	-2.4732020978564178	7.6468995534055715	BLM
mitotic G1 DNA damage checkpoint (GO:0031571)	1/11	0.055227023950200605784122132035918184556066989898681640625	0.1362924055342450702088541447665193118155002593994140625	0.071908110443654582599748437132802791893482208251953125	0.1833524144522705456861189077244489453732967376708984375	-2.6198673202436553	7.587929267934617	RFWD3
positive regulation of histone H4 acetylation (GO:0090240)	1/8	0.04047192583005732036127710671280510723590850830078125	0.12106537120592904266391798273616586811840534210205078125	0.054425497880941219042139067596508539281785488128662109375	0.16422715736126802799077495365054346621036529541015625	-2.3406247865720835	7.506727141220118	BRCA1
regulation of translation (GO:0006417)	5/214	0.0050192057016807574421068949277469073422253131866455078125	0.0251633605508201109446364540644935914315283298492431640625	0.011620625959396120585598310981367831118404865264892578125	0.05615281495064838868103151980903930962085723876953125	-1.417237315366122	7.503539701624014	SYNCRIP;NCBP1;POLR2D;TYMS;EIF4E
transcription, DNA-templated (GO:0006351)	6/357	0.01042041153570774127123943486594725982286036014556884765625	0.0447236296346214257102502642737817950546741485595703125	0.0251803030800137710165653714966538245789706707000732421875	0.09555981733865948068995521680335514247417449951171875	-1.622244399777681	7.403905188141272	NCBP1;POLR2D;TAF1A;E2F1;TRIP13;POLR3K
cellular macromolecule catabolic process (GO:0044265)	2/49	0.02639870070465531737280429069869569502770900726318359375	0.08855098148988750639265532527133473195135593414306640625	0.03979888186989011256144976869109086692333221435546875	0.1341513530346052085473473880483652465045452117919921875	-2.030520654325032	7.37980647327871	RNASEH2A;CHEK2
7-methylguanosine mRNA capping (GO:0006370)	2/33	0.0124994546237879970707052024181393790058791637420654296875	0.050509492076242730462798391499745775945484638214111328125	0.019791387797853499108668984263204038143157958984375	0.08140386290664743118572488356221583671867847442626953125	-1.6811712348338557	7.36701047975369	NCBP1;POLR2D
primary miRNA processing (GO:0031053)	1/11	0.055227023950200605784122132035918184556066989898681640625	0.1362924055342450702088541447665193118155002593994140625	0.071908110443654582599748437132802791893482208251953125	0.1833524144522705456861189077244489453732967376708984375	-2.5383546331122484	7.351843837343087	NCBP1
cellular response to heat (GO:0034605)	2/48	0.0254051965390447963277775755841503269039094448089599609375	0.0856341015047802633919360459913150407373905181884765625	0.03838975840661505711803869189679971896111965179443359375	0.1304422469133450224187953381260740570724010467529296875	-2.000878437552809	7.3488294022579135	POLR2D;HSPA14
purine nucleotide biosynthetic process (GO:0006164)	1/8	0.04047192583005732036127710671280510723590850830078125	0.12106537120592904266391798273616586811840534210205078125	0.054425497880941219042139067596508539281785488128662109375	0.16422715736126802799077495365054346621036529541015625	-2.2790647236196606	7.309294986339389	PPAT
oogenesis (GO:0048477)	1/10	0.05033379638820344170735410216366290114820003509521484375	0.13325920806225510784059906654874794185161590576171875	0.06611638460528025673657026572982431389391422271728515625	0.1795008004635845200169796953559853136539459228515625	-2.427164766005135	7.254986093537452	TRIP13
protein K6-linked ubiquitination (GO:0085020)	1/9	0.045415472829927631959190392763048294000327587127685546875	0.1251102555558737117191725474185659550130367279052734375	0.060288919765906119618836811469009262509644031524658203125	0.17214728743074847461258514158544130623340606689453125	-2.3361937018269043	7.223282962056665	BRCA1
ribosomal large subunit biogenesis (GO:0042273)	3/64	0.0044014408045316526230106290995536255650222301483154296875	0.022528856266158310550640209157791105099022388458251953125	0.008283878365747350536185678038236801512539386749267578125	0.043038796622040742523296330546145327389240264892578125	-1.3261064870532224	7.195219523586308	NIP7;MAK16;HEATR3
positive regulation of cell cycle arrest (GO:0071158)	3/83	0.00904756419877234159543366587286072899587452411651611328125	0.039820808034087183668869869279660633765161037445068359375	0.0162719622504313328470448851703622494824230670928955078125	0.07116408806992437219296476769159198738634586334228515625	-1.526406856201329	7.182140676674092	CHEK2;E2F1;BRCA1
G1 DNA damage checkpoint (GO:0044783)	1/11	0.055227023950200605784122132035918184556066989898681640625	0.1362924055342450702088541447665193118155002593994140625	0.071908110443654582599748437132802791893482208251953125	0.1833524144522705456861189077244489453732967376708984375	-2.452497488034402	7.103175540684113	RFWD3
regulation of immunoglobulin secretion (GO:0051023)	1/10	0.05033379638820344170735410216366290114820003509521484375	0.13325920806225510784059906654874794185161590576171875	0.06611638460528025673657026572982431389391422271728515625	0.1795008004635845200169796953559853136539459228515625	-2.370323495833101	7.085083073185087	POLR2D
regulation of double-strand break repair (GO:2000779)	2/35	0.0139920292250509774312217103897637571208178997039794921875	0.054317371879270930079552925917596439830958843231201171875	0.0219771800568917020923809246824021101929247379302978515625	0.08677846525321238069228257927534286864101886749267578125	-1.6409819419462828	7.005790795007749	RAD51;TIMELESS
transcription initiation from RNA polymerase I promoter (GO:0006361)	2/34	0.0132364953273521879228979969411739148199558258056640625	0.0519682856318202379686255198976141400635242462158203125	0.0208722199690698322072091031031959573738276958465576171875	0.08336823120593787883603198451964999549090862274169921875	-1.6146203412995739	6.982873669627513	TAF1A;CD3EAP
mRNA stabilization (GO:0048255)	2/34	0.0132364953273521879228979969411739148199558258056640625	0.0519682856318202379686255198976141400635242462158203125	0.0208722199690698322072091031031959573738276958465576171875	0.08336823120593787883603198451964999549090862274169921875	-1.6083026279302843	6.955550965205768	SYNCRIP;E2F1
'de novo' posttranslational protein folding (GO:0051084)	2/31	0.01108168546356300999955468711277717375196516513824462890625	0.047268176884703951012856038005338632501661777496337890625	0.017703456916634573159452514801159850321710109710693359375	0.0759819175738788155083369701969786547124385833740234375	-1.5392249796330488	6.930301197678313	PTGES3;HSPA14
regulation of mitotic cell cycle phase transition (GO:1901990)	4/185	0.01541324997566707703799959716661760467104613780975341796875	0.058199758104841257944084276232388219796121120452880859375	0.02987147109829309254980245214028400368988513946533203125	0.10863782383642382745048138303900486789643764495849609375	-1.6580464337980059	6.918244758221246	E2F1;CDC6;TUBG1;ANAPC10
negative regulation of cellular senescence (GO:2000773)	1/12	0.060095282320991157132272775243109208531677722930908203125	0.14124435402654722526705199925345368683338165283203125	0.07766431401982865079247631001635454595088958740234375	0.1883018982024617649084774484435911290347576141357421875	-2.444506238030657	6.873521155895174	RBL1
nucleic acid metabolic process (GO:0090304)	3/81	0.008463770734221838509814261897190590389072895050048828125	0.038037827473242823150822999878073460422456264495849609375	0.01528421236883045243593048923003152594901621341705322265625	0.069482833860933179703778250768664292991161346435546875	-1.440030762408858	6.871769904615206	FEN1;NCBP1;POLR2D
regulation of DNA replication (GO:0006275)	3/62	0.00402510045998934716526829191707292920909821987152099609375	0.0217292532644737419744718209813072462566196918487548828125	0.0076205168331946841753232746441426570527255535125732421875	0.040505977936442512377102076470691827125847339630126953125	-1.238339945872683	6.829699168177292	BLM;DSCC1;CDC6
negative regulation of intracellular estrogen receptor signaling pathway (GO:0033147)	1/11	0.055227023950200605784122132035918184556066989898681640625	0.1362924055342450702088541447665193118155002593994140625	0.071908110443654582599748437132802791893482208251953125	0.1833524144522705456861189077244489453732967376708984375	-2.3561572668743698	6.824145080564661	BRCA1
RNA 3'-end processing (GO:0031123)	3/62	0.00402510045998934716526829191707292920909821987152099609375	0.0217292532644737419744718209813072462566196918487548828125	0.0076205168331946841753232746441426570527255535125732421875	0.040505977936442512377102076470691827125847339630126953125	-1.2355851805193074	6.814506071398674	NCBP1;SRSF2;SRSF3
transcription from RNA polymerase I promoter (GO:0006360)	2/34	0.0132364953273521879228979969411739148199558258056640625	0.0519682856318202379686255198976141400635242462158203125	0.0208722199690698322072091031031959573738276958465576171875	0.08336823120593787883603198451964999549090862274169921875	-1.5699643705226636	6.78974653344963	TAF1A;CD3EAP
regulation of DNA damage checkpoint (GO:2000001)	1/11	0.055227023950200605784122132035918184556066989898681640625	0.1362924055342450702088541447665193118155002593994140625	0.071908110443654582599748437132802791893482208251953125	0.1833524144522705456861189077244489453732967376708984375	-2.3431205559277606	6.786386817088869	RFWD3
RNA catabolic process (GO:0006401)	2/44	0.021590534006804877609209114552868413738906383514404296875	0.07459529499351084946834333777587744407355785369873046875	0.03295357225567417669420677839298150502145290374755859375	0.11558841841964902219519473192121949978172779083251953125	-1.7679802352483722	6.781088724056059	FEN1;RNASEH2A
telomere organization (GO:0032200)	2/42	0.0197814585178891222394526039352058432996273040771484375	0.06973973385643562894475877556033083237707614898681640625	0.0303598604143359741824870212667519808746874332427978515625	0.10869773858189719917266558013579924590885639190673828125	-1.7167014736840456	6.734637423384309	DCLRE1B;PTGES3
DNA repair complex assembly (GO:0090735)	1/9	0.045415472829927631959190392763048294000327587127685546875	0.1251102555558737117191725474185659550130367279052734375	0.060288919765906119618836811469009262509644031524658203125	0.17214728743074847461258514158544130623340606689453125	-2.1776278116695886	6.73301270242836	RAD51
DNA duplex unwinding (GO:0032508)	2/42	0.0197814585178891222394526039352058432996273040771484375	0.06973973385643562894475877556033083237707614898681640625	0.0303598604143359741824870212667519808746874332427978515625	0.10869773858189719917266558013579924590885639190673828125	-1.7119146345967808	6.715858604730633	BLM;RAD51
G2/M transition of mitotic cell cycle (GO:0000086)	4/127	0.004224400236437899323893585545874884701333940029144287109375	0.022039322295048770217196221210542717017233371734619140625	0.00889044833105265101813596828606023336760699748992919921875	0.045845520871323743039571496638018288649618625640869140625	-1.2257963578808508	6.701279121916215	CHEK2;PKMYT1;TUBG1;CDC25A
regulation of DNA recombination (GO:0000018)	2/34	0.0132364953273521879228979969411739148199558258056640625	0.0519682856318202379686255198976141400635242462158203125	0.0208722199690698322072091031031959573738276958465576171875	0.08336823120593787883603198451964999549090862274169921875	-1.5490321860680811	6.699219493787759	BLM;RAD51
positive regulation of oxidative stress-induced cell death (GO:1903209)	1/7	0.035503027305210620168107737981699756346642971038818359375	0.11202096743333579687007528491449193097651004791259765625	0.048525899602647422359513740275360760278999805450439453125	0.1558158963840685362622906495744246058166027069091796875	-1.9948821601074855	6.65919056757545	SFPQ
regulation of G1/S transition of mitotic cell cycle (GO:2000045)	2/47	0.0244274408332503627228060594234193558804690837860107421875	0.0831495646097339946578586022951640188694000244140625	0.03700036952675990475913891941672773100435733795166015625	0.1272002753382641404567010567916440777480602264404296875	-1.7814531014798325	6.612839697294624	RBL1;E2F1
positive regulation of ubiquitin-protein transferase activity (GO:0051443)	2/32	0.01178111487457951349344664748741706716828048229217529296875	0.049040664929725565068796555578956031240522861480712890625	0.018735020176643059353072118256022804416716098785400390625	0.078938408183294839215449201219598762691020965576171875	-1.487127746671127	6.604717204722538	UBE2N;ANAPC10
7-methylguanosine RNA capping (GO:0009452)	2/33	0.0124994546237879970707052024181393790058791637420654296875	0.050509492076242730462798391499745775945484638214111328125	0.019791387797853499108668984263204038143157958984375	0.08140386290664743118572488356221583671867847442626953125	-1.5026735749534614	6.584821191890738	NCBP1;POLR2D
positive regulation of immunoglobulin secretion (GO:0051024)	1/10	0.05033379638820344170735410216366290114820003509521484375	0.13325920806225510784059906654874794185161590576171875	0.06611638460528025673657026572982431389391422271728515625	0.1795008004635845200169796953559853136539459228515625	-2.20125169245731	6.579714175498118	POLR2D
heart trabecula formation (GO:0060347)	1/7	0.035503027305210620168107737981699756346642971038818359375	0.11202096743333579687007528491449193097651004791259765625	0.048525899602647422359513740275360760278999805450439453125	0.1558158963840685362622906495744246058166027069091796875	-1.969549317659788	6.574626061034126	POLR2D
termination of RNA polymerase II transcription (GO:0006369)	3/69	0.005433362812857472044780760001003727666102349758148193359375	0.0268175264548893808880247746628811000846326351165771484375	0.01008735860625803275325562680109214852564036846160888671875	0.0505098898327847878331198216983466409146785736083984375	-1.2591972333627992	6.566961676872467	NCBP1;SRSF2;SRSF3
negative regulation of circadian rhythm (GO:0042754)	1/10	0.05033379638820344170735410216366290114820003509521484375	0.13325920806225510784059906654874794185161590576171875	0.06611638460528025673657026572982431389391422271728515625	0.1795008004635845200169796953559853136539459228515625	-2.1909494295310292	6.548919902563302	SFPQ
DNA damage induced protein phosphorylation (GO:0006975)	1/9	0.045415472829927631959190392763048294000327587127685546875	0.1251102555558737117191725474185659550130367279052734375	0.060288919765906119618836811469009262509644031524658203125	0.17214728743074847461258514158544130623340606689453125	-2.117450547020901	6.546950472186012	CHEK2
positive regulation of growth (GO:0045927)	3/72	0.006116474936092360092931841109020751900970935821533203125	0.029716315885859378997935209554270841181278228759765625	0.0112704948275474080288116596193503937683999538421630859375	0.054844450181938446398088871092113549821078777313232421875	-1.2824468300538092	6.536335682622414	NCBP1;EXOSC9;EXOSC2
base-excision repair, AP site formation (GO:0006285)	1/11	0.055227023950200605784122132035918184556066989898681640625	0.1362924055342450702088541447665193118155002593994140625	0.071908110443654582599748437132802791893482208251953125	0.1833524144522705456861189077244489453732967376708984375	-2.2550068846521643	6.531182937101891	UNG
negative regulation of histone methylation (GO:0031061)	1/10	0.05033379638820344170735410216366290114820003509521484375	0.13325920806225510784059906654874794185161590576171875	0.06611638460528025673657026572982431389391422271728515625	0.1795008004635845200169796953559853136539459228515625	-2.169393272505417	6.484486856384765	BRCA1
tetrahydrofolate metabolic process (GO:0046653)	1/14	0.069757395528174892529449380162986926734447479248046875	0.1496967711489715913142362069265800528228282928466796875	0.08907101481517830376954947269041440449655055999755859375	0.196012965723847798482637472261558286845684051513671875	-2.417041797002596	6.435934138977984	TYMS
rRNA metabolic process (GO:0016072)	4/201	0.020243421473941154709041967407756601460278034210205078125	0.07100611288575298107872413311270065605640411376953125	0.0385097226777458556679079038076451979577541351318359375	0.1304422469133450224187953381260740570724010467529296875	-1.6445394647645053	6.413581236012756	EXOSC9;RPP30;CD3EAP;EXOSC2
intrinsic apoptotic signaling pathway (GO:0097193)	3/102	0.01576467266545002188227186934454948641359806060791015625	0.058680813580222888903303868346483795903623104095458984375	0.027418335223000432632201039950814447365701198577880859375	0.1023721506112710566416268420653068460524082183837890625	-1.5445319640613675	6.4097825515493	CHEK2;E2F1;BRCA1
mitotic spindle organization (GO:0007052)	3/75	0.0068486967738199434896362305380534962750971317291259765625	0.03176140584368845887208721023853286169469356536865234375	0.012530530137491564801610621771033038385212421417236328125	0.05850402922301804753413279058804619126021862030029296875	-1.2830091717872754	6.394128828008981	CHEK2;MYBL2;TUBG1
cellular response to radiation (GO:0071478)	2/43	0.0206776490766028241130580767048741108737885951995849609375	0.0721629066259219797974111543226172216236591339111328125	0.03164609783722781288783920672358362935483455657958984375	0.1121407877206380410139985315254307352006435394287109375	-1.6323318953023418	6.331328851194674	BLM;RAD51
regulation of lipid kinase activity (GO:0043550)	1/12	0.060095282320991157132272775243109208531677722930908203125	0.14124435402654722526705199925345368683338165283203125	0.07766431401982865079247631001635454595088958740234375	0.1883018982024617649084774484435911290347576141357421875	-2.249052761984647	6.32394039324684	RBL1
regulation of gene expression, epigenetic (GO:0040029)	3/75	0.0068486967738199434896362305380534962750971317291259765625	0.03176140584368845887208721023853286169469356536865234375	0.012530530137491564801610621771033038385212421417236328125	0.05850402922301804753413279058804619126021862030029296875	-1.268159584073059	6.320122983798803	EED;TAF1A;CD3EAP
negative regulation of peptidyl-lysine acetylation (GO:2000757)	1/10	0.05033379638820344170735410216366290114820003509521484375	0.13325920806225510784059906654874794185161590576171875	0.06611638460528025673657026572982431389391422271728515625	0.1795008004635845200169796953559853136539459228515625	-2.1137298274840854	6.31810444790377	BRCA1
regulation of cell cycle process (GO:0010564)	3/91	0.0116148995440437767523444989592462661676108837127685546875	0.049040664929725565068796555578956031240522861480712890625	0.0205754544639239929371132831192880985327064990997314453125	0.08336823120593787883603198451964999549090862274169921875	-1.4153372197031269	6.305987655788757	TIPIN;PKMYT1;MYO19
protein localization to nucleus (GO:0034504)	3/97	0.01378841294855455423817858218171750195324420928955078125	0.0538293409460519622911078840843401849269866943359375	0.024174962396421383059585963337667635641992092132568359375	0.09417069574862109437862756067261216230690479278564453125	-1.4712918407449298	6.302906371993513	NXT1;CSE1L;HEATR3
regulation of cell cycle (GO:0051726)	5/216	0.0052183820076032762236284412438180879689753055572509765625	0.02594174077161053026951975652991677634418010711669921875	0.0120502607650575140063597956441299174912273883819580078125	0.057052013330345985320235513427178375422954559326171875	-1.1917986659259254	6.263578794460486	RBL1;MYBL2;PKMYT1;DTL;CDC25A
negative regulation of cell division (GO:0051782)	1/12	0.060095282320991157132272775243109208531677722930908203125	0.14124435402654722526705199925345368683338165283203125	0.07766431401982865079247631001635454595088958740234375	0.1883018982024617649084774484435911290347576141357421875	-2.224427872219588	6.25469953874279	BLM
regulation of DNA metabolic process (GO:0051052)	2/47	0.0244274408332503627228060594234193558804690837860107421875	0.0831495646097339946578586022951640188694000244140625	0.03700036952675990475913891941672773100435733795166015625	0.1272002753382641404567010567916440777480602264404296875	-1.6842242412244366	6.251921486040286	DSCC1;UBE2N
positive regulation of G2/M transition of mitotic cell cycle (GO:0010971)	1/17	0.08406643018519528720577937974667293019592761993408203125	0.165028134255596425905565638458938337862491607666015625	0.1059199930654698695864368573893443681299686431884765625	0.2115338589833516691474102344727725721895694732666015625	-2.514736404890963	6.226859411732535	DTL
positive regulation of DNA metabolic process (GO:0051054)	3/83	0.00904756419877234159543366587286072899587452411651611328125	0.039820808034087183668869869279660633765161037445068359375	0.0162719622504313328470448851703622494824230670928955078125	0.07116408806992437219296476769159198738634586334228515625	-1.3226073658474125	6.2232111464445365	RAD51;UBE2N;BRCA1
regulation of DNA repair (GO:0006282)	2/38	0.0163675364643790129115519249580756877548992633819580078125	0.060159402643010097266884628197658457793295383453369140625	0.02543350859042210754257240523656946606934070587158203125	0.09555981733865948068995521680335514247417449951171875	-1.5093007278317847	6.206931912999093	UBE2N;BRCA1
nuclear mRNA surveillance (GO:0071028)	1/11	0.055227023950200605784122132035918184556066989898681640625	0.1362924055342450702088541447665193118155002593994140625	0.071908110443654582599748437132802791893482208251953125	0.1833524144522705456861189077244489453732967376708984375	-2.129723421150315	6.168324080797103	EXOSC9
Golgi localization (GO:0051645)	1/13	0.064938697667328515450435588718391954898834228515625	0.1442850163605273461353561970099690370261669158935546875	0.08338521076292886025083106460442650131881237030029296875	0.1920639354572794832431981149056809954345226287841796875	-2.245266414063231	6.139257926762097	TBCCD1
alternative mRNA splicing, via spliceosome (GO:0000380)	1/13	0.064938697667328515450435588718391954898834228515625	0.1442850163605273461353561970099690370261669158935546875	0.08338521076292886025083106460442650131881237030029296875	0.1920639354572794832431981149056809954345226287841796875	-2.2387321041906842	6.121391087695835	SFPQ
positive regulation of cell cycle G2/M phase transition (GO:1902751)	1/18	0.0887875009768270551102631316098268143832683563232421875	0.1662660248644647620341885385641944594681262969970703125	0.111467542228426308437150282770744524896144866943359375	0.2121875252888225371616925940543296746909618377685546875	-2.522836650031722	6.109072646712346	DTL
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	3/83	0.00904756419877234159543366587286072899587452411651611328125	0.039820808034087183668869869279660633765161037445068359375	0.0162719622504313328470448851703622494824230670928955078125	0.07116408806992437219296476769159198738634586334228515625	-1.2958189500968174	6.097164693204137	CHEK2;E2F1;BRCA1
cyclooxygenase pathway (GO:0019371)	1/12	0.060095282320991157132272775243109208531677722930908203125	0.14124435402654722526705199925345368683338165283203125	0.07766431401982865079247631001635454595088958740234375	0.1883018982024617649084774484435911290347576141357421875	-2.1619340180245175	6.078977823559399	PTGES3
DNA modification (GO:0006304)	1/15	0.07455150081352947266655206703944713808596134185791015625	0.1561063244307541453270715692269732244312763214111328125	0.0947219390432396668444425813504494726657867431640625	0.2026404330615436955032038213175837881863117218017578125	-2.3308565435722284	6.051521511954188	UNG
negative regulation of histone acetylation (GO:0035067)	1/12	0.060095282320991157132272775243109208531677722930908203125	0.14124435402654722526705199925345368683338165283203125	0.07766431401982865079247631001635454595088958740234375	0.1883018982024617649084774484435911290347576141357421875	-2.1505298760227003	6.0469113840900235	BRCA1
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087)	1/17	0.08406643018519528720577937974667293019592761993408203125	0.165028134255596425905565638458938337862491607666015625	0.1059199930654698695864368573893443681299686431884765625	0.2115338589833516691474102344727725721895694732666015625	-2.438178952638323	6.037291832732825	CDC6
regulation of response to DNA damage stimulus (GO:2001020)	2/37	0.01555775355907083878914676233762293122708797454833984375	0.058426128854988858274399632364293211139738559722900390625	0.024258153174029746523832073989979107864201068878173828125	0.09417069574862109437862756067261216230690479278564453125	-1.4463613542451894	6.021486012050397	RFWD3;UBE2N
telomeric loop disassembly (GO:0090657)	1/11	0.055227023950200605784122132035918184556066989898681640625	0.1362924055342450702088541447665193118155002593994140625	0.071908110443654582599748437132802791893482208251953125	0.1833524144522705456861189077244489453732967376708984375	-2.0751898267693263	6.01037827427027	BLM
retinol metabolic process (GO:0042572)	1/13	0.064938697667328515450435588718391954898834228515625	0.1442850163605273461353561970099690370261669158935546875	0.08338521076292886025083106460442650131881237030029296875	0.1920639354572794832431981149056809954345226287841796875	-2.197295147159227	6.008089536787271	POLR2D
pre-mRNA cleavage required for polyadenylation (GO:0098789)	1/13	0.064938697667328515450435588718391954898834228515625	0.1442850163605273461353561970099690370261669158935546875	0.08338521076292886025083106460442650131881237030029296875	0.1920639354572794832431981149056809954345226287841796875	-2.1918984339602434	5.993333241464008	NCBP1
regulation of sister chromatid cohesion (GO:0007063)	1/13	0.064938697667328515450435588718391954898834228515625	0.1442850163605273461353561970099690370261669158935546875	0.08338521076292886025083106460442650131881237030029296875	0.1920639354572794832431981149056809954345226287841796875	-2.188460279458329	5.983932255840608	FEN1
regulation of histone H3-K9 methylation (GO:0051570)	1/12	0.060095282320991157132272775243109208531677722930908203125	0.14124435402654722526705199925345368683338165283203125	0.07766431401982865079247631001635454595088958740234375	0.1883018982024617649084774484435911290347576141357421875	-2.127632100882913	5.982526871832425	BRCA1
synaptonemal complex assembly (GO:0007130)	1/12	0.060095282320991157132272775243109208531677722930908203125	0.14124435402654722526705199925345368683338165283203125	0.07766431401982865079247631001635454595088958740234375	0.1883018982024617649084774484435911290347576141357421875	-2.1268989251108836	5.9804653106461085	TRIP13
pyrimidine deoxyribonucleotide catabolic process (GO:0009223)	1/13	0.064938697667328515450435588718391954898834228515625	0.1442850163605273461353561970099690370261669158935546875	0.08338521076292886025083106460442650131881237030029296875	0.1920639354572794832431981149056809954345226287841796875	-2.1811588613386905	5.963967903821252	UNG
termination of RNA polymerase I transcription (GO:0006363)	2/32	0.01178111487457951349344664748741706716828048229217529296875	0.049040664929725565068796555578956031240522861480712890625	0.018735020176643059353072118256022804416716098785400390625	0.078938408183294839215449201219598762691020965576171875	-1.340489935817732	5.9534609327753465	TAF1A;CD3EAP
positive regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043517)	1/15	0.07455150081352947266655206703944713808596134185791015625	0.1561063244307541453270715692269732244312763214111328125	0.0947219390432396668444425813504494726657867431640625	0.2026404330615436955032038213175837881863117218017578125	-2.276718607071811	5.910965076489057	EEF1E1
nuclear RNA surveillance (GO:0071027)	1/10	0.05033379638820344170735410216366290114820003509521484375	0.13325920806225510784059906654874794185161590576171875	0.06611638460528025673657026572982431389391422271728515625	0.1795008004635845200169796953559853136539459228515625	-1.9680828144743912	5.8827540881959015	EXOSC9
anatomical structure homeostasis (GO:0060249)	2/36	0.01476585015464654780659170540957347839139401912689208984375	0.05606155196077343416671823206343105994164943695068359375	0.023105934577908417149050279704169952310621738433837890625	0.0907170499621290649105986858558026142418384552001953125	-1.3943521835729487	5.8778054399175925	DCLRE1B;PTGES3
protein-DNA complex assembly (GO:0065004)	3/92	0.01196226303880285231351354724438351695425808429718017578125	0.049496549459956719341224840036375098861753940582275390625	0.0211532023412336171730441236604747246019542217254638671875	0.08400495872294498622689928879481158219277858734130859375	-1.326158111880769	5.8695735899162775	CHAF1B;CHAF1A;RAD51
replicative senescence (GO:0090399)	1/12	0.060095282320991157132272775243109208531677722930908203125	0.14124435402654722526705199925345368683338165283203125	0.07766431401982865079247631001635454595088958740234375	0.1883018982024617649084774484435911290347576141357421875	-2.080097895978077	5.848869056622568	CHEK2
